Year,measure,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
1998,Lead,0.0,4.0,32.666666666666664,11.591621621621622,0.0,13.466216216216216,51.333333333333336,20.873846153846156,23.0,0.0
1999,Lead,0.0,19.310344827586206,25.888461538461534,26.198684210526313,0.0,25.55189189189189,31.514999999999997,22.89794871794872,31.424615384615382,0.0
2000,Lead,0.0,34.549142857142854,26.534285714285716,33.46184210526315,0.0,23.397894736842105,38.11785714285714,26.17421052631579,44.87071428571428,0.0
2001,Lead,0.0,21.756923076923076,9.20888888888889,16.14555555555555,0.0,13.062962962962963,16.064545454545456,12.907037037037039,19.3925,0.0
2002,Lead,0.0,13.427741935483873,6.5525,8.944807692307693,0.0,8.129200000000003,10.795,7.228800000000002,6.31625,0.0
2003,Lead,0.0,6.023452380952381,7.2535454545454545,6.9155185185185175,0.0,7.869484848484848,26.67990909090909,5.49840625,6.9169090909090905,0.0
2004,Lead,0.0,4.0933934426229515,4.33575,4.864957746478874,0.0,3.1690333333333327,4.555090909090909,3.765888888888889,4.54075,0.0
2005,Lead,0.0,5.210772712121214,13.57924983333333,8.808969712121213,0.0,3.9406944444444445,7.594181818181818,9.077055472222224,10.6719165,0.0
2006,Lead,0.0,8.943159420289852,15.535666666666666,15.485803030303025,0.0,9.854055555555554,11.774166666666666,9.388694444444443,15.970583333333332,0.0
2007,Lead,0.0,5.049235294117648,5.975499999999999,4.0028028169014105,0.0,4.1677777777777765,5.143727272727272,4.239305555555557,6.710083333333333,0.0
2008,Lead,0.0,0.0,2.9875000000000003,2.7545454545454544,0.0,2.4063157894736844,0.0,2.145454545454545,4.1625000000000005,0.0
2009,Lead,0.7875000000000001,0.0,2.1750000000000003,1.7741851851851849,49.25,2.037037037037037,0.0,2.3925925925925924,2.4944444444444445,0.0
2010,Lead,0.9583333333333335,3.622248387096774,2.0333333333333337,1.6486111111111112,5.47,1.540833333333333,4.6499999999999995,1.6555555555555554,2.3916666666666666,2.475
2011,Lead,1.0055555555555555,7.383553333333334,1.7441666666666664,2.686111111111111,18.637999999999998,1.7589743589743587,3.2269166666666664,2.0444444444444447,2.1750000000000003,0.0
2012,Lead,0.8666666666666667,0.7321875,2.7,2.066666666666667,1.7383333333333333,1.8888888888888888,3.98090909090909,2.733333333333334,2.2,0.0
2013,Lead,1.2249999999999999,0.8549166666666667,0.0,4.233333333333333,2.4745454545454546,0.0,1.9283333333333337,0.0,0.0,0.0
2014,Lead,0.0,1.9705624999999996,1.58,2.1333333333333333,1.207142857142857,2.507190476190476,0.48583333333333334,2.0777777777777775,2.26,0.0
2015,Lead,1.0,0.0,0.0,0.0,3.0620000000000003,1.6833333333333336,0.0,1.28,0.0,0.0
2016,Lead,0.0,0.0,6.059458333333333,2.350566666666666,0.0,1.6672222222222224,0.0,1.5802777777777777,7.139318181818182,0.0
