Year,measure,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
1998,Orthophosphate-phosphorus,0.0,0.04714285714285714,0.09333333333333334,0.06083333333333333,0.0,0.05777777777777778,0.3283333333333333,0.07333333333333333,0.085,0.0
1999,Orthophosphate-phosphorus,0.0,0.05580645161290323,0.07333333333333333,0.06416666666666666,0.0,0.051388888888888894,0.10166666666666667,0.047,0.06991666666666667,0.0
2000,Orthophosphate-phosphorus,0.0,0.06142857142857142,0.04833333333333334,0.057499999999999996,0.0,0.05361111111111111,0.1525,0.05722222222222222,0.04416666666666667,0.0
2001,Orthophosphate-phosphorus,0.0,0.05433333333333334,0.047,0.039900000000000005,0.0,0.04454545454545455,0.14,0.051515151515151514,0.05,0.0
2002,Orthophosphate-phosphorus,0.0,0.11904761904761904,0.04692857142857143,0.024365079365079367,0.0,0.022625,0.16181818181818183,0.029888888888888892,0.017363636363636362,0.0
2003,Orthophosphate-phosphorus,0.0,0.08831666666666667,0.027333333333333334,0.029144927536231886,0.0,0.034944444444444445,0.16666666666666666,0.029722222222222223,0.03691666666666667,0.0
2004,Orthophosphate-phosphorus,0.0,0.06988529411764706,0.028545454545454544,0.036015873015873015,0.0,0.025448275862068964,0.215,0.028545454545454544,0.020499999999999997,0.0
2005,Orthophosphate-phosphorus,0.0,0.07169444444444445,0.03525,0.035486111111111114,0.0,0.03880555555555556,0.15916666666666668,0.057388888888888885,0.028583333333333332,0.0
2006,Orthophosphate-phosphorus,0.0,0.10235714285714285,0.059166666666666666,0.041749999999999995,0.0,0.07776111111111111,0.13818181818181818,0.056794444444444446,0.05833333333333334,0.0
2007,Orthophosphate-phosphorus,0.0,0.10598076923076924,0.03705,0.03920735294117647,0.0,0.05339444444444444,0.09416666666666668,0.037450000000000004,0.03983333333333333,0.0
2008,Orthophosphate-phosphorus,0.0,0.03876190476190476,0.03868333333333333,0.038127272727272725,0.0,0.03507272727272727,0.18281818181818182,0.038469444444444445,0.03635,0.0
2009,Orthophosphate-phosphorus,0.11933333333333333,0.04,0.07425833333333333,0.0734051282051282,0.044636363636363634,0.060076315789473686,0.18616666666666667,0.06123846153846154,0.0529,0.033058333333333335
2010,Orthophosphate-phosphorus,0.21888888888888888,0.21310344827586206,0.019333333333333334,0.025474358974358974,0.03675,0.021186111111111114,0.084225,0.035,0.03283333333333333,0.06266666666666666
2011,Orthophosphate-phosphorus,0.088875,0.19993333333333332,0.0185,0.028025641025641024,0.04346666666666666,0.026266666666666667,0.06645833333333333,0.025166666666666667,0.014249999999999999,0.09318181818181817
2012,Orthophosphate-phosphorus,0.0595,0.05372727272727273,0.030504166666666666,0.043687179487179484,0.035833333333333335,0.038816666666666666,0.08597272727272727,0.03514722222222222,0.022,0.07943478260869564
2013,Orthophosphate-phosphorus,0.023499999999999997,0.02897222222222222,0.03812307692307692,0.047842105263157894,0.036125,0.04588571428571429,0.37565833333333337,0.034638888888888886,0.03661538461538462,0.12292307692307693
2014,Orthophosphate-phosphorus,0.023083333333333334,0.08888333333333334,0.07172307692307692,0.048126666666666665,0.034326923076923074,0.0325975,0.40625,0.030546944444444446,0.057506538461538456,0.11376923076923078
2015,Orthophosphate-phosphorus,0.04883333333333333,0.040484375,0.04542307692307693,0.04573717948717949,0.026584,0.042583333333333334,0.23526666666666665,0.04797222222222222,0.045976923076923075,0.072
2016,Orthophosphate-phosphorus,0.03575,0.03641666666666667,0.045434615384615386,0.04303846153846154,0.032692307692307694,0.051583333333333335,0.189125,0.044083333333333335,0.03202692307692308,0.1085
