Year,measure,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
1998,Iron,0.0,1.1052380952380954,0.0,0.17777777777777778,0.0,0.35194444444444445,3.0216666666666665,0.19083333333333333,7.366666666666667,0.0
1999,Iron,0.0,0.43586206896551727,1.4075,0.5816666666666667,0.0,1.2061111111111111,1.3558333333333332,0.9772972972972972,2.4758333333333336,0.0
2000,Iron,0.0,0.5962857142857143,1.3025,0.7680555555555555,0.0,1.2305555555555554,1.2516666666666667,1.291111111111111,1.7683333333333333,0.0
2001,Iron,0.0,0.5077777777777778,0.742,1.1296666666666666,0.0,1.2742424242424242,0.7599999999999999,1.24,2.151111111111111,0.0
2002,Iron,0.0,1.3227027027027027,2.9869999999999997,0.813125,0.0,1.2322580645161292,2.6891666666666665,1.2589285714285714,3.13,0.0
2003,Iron,0.0,0.4643333333333333,1970.471181818182,678.7123333333333,0.0,2214.5714,3164.070333333333,997.1818965517242,2254.5591818181815,0.0
2004,Iron,0.0,0.677503076923077,1.0999166666666667,0.6102777777777777,0.0,0.5744,0.7720000000000001,0.6219142857142858,1.0575833333333333,0.0
2005,Iron,0.0,0.873736111111111,1.0322500000000001,0.5545507246376812,0.0,0.6129722222222223,1.4988333333333335,0.5763055555555555,1.5185000000000002,0.0
2006,Iron,0.0,0.2509565217391304,0.5270833333333333,0.3143333333333333,0.0,0.34838888888888886,0.5655,0.34341666666666665,0.7709166666666666,0.0
2007,Iron,0.0,0.9013725490196078,0.9174166666666667,0.853943661971831,0.0,0.7634722222222222,2.029909090909091,0.7761111111111111,1.4300833333333334,0.0
2008,Iron,0.0,0.0,0.9175,0.7264545454545455,0.0,0.8336842105263158,0.0,0.7272727272727273,1.0575,0.0
2009,Iron,0.1975,0.0,0.7362500000000001,0.6355555555555555,0.4475,0.6696296296296297,0.0,0.6411111111111111,0.8433333333333333,0.219
2010,Iron,0.0,0.1378909090909091,0.55375,0.6158333333333333,0.561,0.4558333333333333,0.0,0.6658333333333334,0.51625,0.199
2011,Iron,0.0,0.2502666666666667,0.4557142857142857,0.39888888888888885,0.272,0.5127777777777778,0.41966666666666663,0.4583333333333333,0.5228571428571429,0.10666666666666667
2012,Iron,0.0,0.3095652173913043,0.31999999999999995,0.26333333333333336,0.07410833333333333,0.0,0.3593363636363636,0.23666666666666666,0.38,0.18000000000000002
2013,Iron,0.0,0.17705555555555555,0.0,0.0,1.8945833333333333,0.0,0.9547333333333333,0.0,0.0,0.0
2014,Iron,0.0,0.14666666666666667,0.28500000000000003,0.24,0.4588571428571429,0.4907,0.0,0.363375,0.32499999999999996,0.0
2015,Iron,0.0,0.060428571428571436,0.3975857142857143,0.2896,0.6327499999999999,0.7194838709677419,0.0,0.4713333333333333,0.20433333333333334,0.0
